facility_id,month_year_fmt,ndc,rb_spend,rb_units
MI2059,2025-01,63323053075,46.2,1.0
WV0055,2025-01,63323053075,190.43,3.0
625815,2025-01,63323066910,0.0,0.0
AR0067,2025-01,65219011910,86.1,1.0
NV2013,2025-01,65219011810,0.0,0.0
616791,2025-01,65219045830,54.47,1.0
799642,2025-01,65219047720,0.0,0.0
704140,2025-01,63323068610,0.0,0.0
729634,2025-01,63323062610,0.0,0.0
PA2196,2025-01,63323053075,183.92,4.0
643797,2025-01,65219045830,92.42,1.0
FL2303,2025-01,63323017876,0.0,0.0
641641,2025-01,65219025810,907.72,2.0
646430,2025-01,63323062625,0.0,0.0
KY5005,2025-01,65219045830,0.0,0.0
797534,2025-01,63323053075,0.0,0.0
721173,2025-01,65219011810,0.0,0.0
729599,2025-01,65219047910,0.0,0.0
KY0087,2025-01,65219047410,0.0,0.0
NV2011,2025-01,63323068610,0.0,0.0
729613,2025-01,63323062610,0.0,0.0
AJ2549,2025-01,65219014210,97.88,1.0
NY5017,2025-01,63323068310,0.0,0.0
611803,2025-01,63323087074,0.0,0.0
836456,2025-01,63323086910,0.0,0.0
VA0050,2025-01,63323068610,0.0,0.0
779027,2025-01,65219046450,0.0,0.0
NE0001,2025-01,65219045830,217.4,4.0
AV3002,2025-01,65219046450,0.0,0.0
729583,2025-01,63323086910,0.0,0.0
742121,2025-01,63323066910,0.0,0.0
MI2048,2025-01,63323053075,46.2,1.0
847686,2025-01,63323053075,0.0,0.0
FL0027,2025-01,63323017876,0.0,0.0
KY0106,2025-01,65219045830,56.88,1.0
NY2033,2025-01,65219045830,91.5,1.0
804303,2025-01,65219045830,0.0,0.0
IL2386,2025-01,63323053075,92.4,2.0
649486,2025-01,65219011910,94.1,1.0
603139,2025-01,65219047220,0.0,0.0
TN0203,2025-01,63323053075,175.56,2.0
729617,2025-01,65219047910,0.0,0.0
681923,2025-01,63323068610,0.0,0.0
629867,2025-01,65219022010,0.0,0.0
742121,2025-01,63323053075,0.0,0.0
LA0886,2025-01,65219014810,94.1,1.0
AJ2549,2025-01,63323082476,0.0,0.0
780206,2025-01,63323062610,0.0,0.0
KY5005,2025-01,65219023825,0.0,0.0
GA0106,2025-01,65219011810,1129.2,12.0
658412,2025-01,65219014410,0.0,0.0
NY5085,2025-01,65219045830,69.4,1.0
804303,2025-01,63323086910,77.364,3.0
729626,2025-01,63323086910,0.0,0.0
636224,2025-01,65219047410,0.0,0.0
CA2682,2025-01,63323082475,0.0,0.0
804303,2025-01,65219022450,0.0,0.0
AT5094,2025-01,65219011810,0.0,0.0
801399,2025-01,65219047220,0.0,-1.0
IL0071,2025-01,65219011810,0.0,0.0
IA2028,2025-01,65219047910,0.0,0.0
762116,2025-01,63323017876,0.0,0.0
NY2327,2025-01,63323053075,0.0,0.0
CA2673,2025-01,65219022225,0.0,0.0
NC0009,2025-01,63323082476,0.0,0.0
TX2003,2025-01,65219046020,0.0,0.0
IN2204,2025-01,63323068610,0.0,0.0
709151,2025-01,63323053075,46.2,1.0
AN7319,2025-01,65219047030,0.0,0.0
729641,2025-01,63323068310,0.0,0.0
GA0171,2025-01,63323082476,0.0,0.0
AP0345,2025-01,65219025810,908.12,2.0
674291,2025-01,65219046020,0.0,0.0
FL0328,2025-01,63323062650,0.0,0.0
NC0175,2025-01,65219011810,0.0,0.0
IA2029,2025-01,65219047910,0.0,0.0
LA0018,2025-01,65219047220,0.0,0.0
624607,2025-01,63323017876,0.0,0.0
817813,2025-01,63323017876,0.0,0.0
MN2019,2025-01,63323082474,0.0,0.0
AP0322,2025-01,63323086974,115.56,3.0
CA2653,2025-01,65219047410,0.0,0.0
CA2677,2025-01,63323053075,0.0,0.0
729609,2025-01,63323086910,0.0,0.0
NY2371,2025-01,63323082476,0.0,0.0
TX2003,2025-01,65219024050,0.0,0.0
729613,2025-01,65219047910,0.0,0.0
IL2017,2025-01,65219025810,2686.92,6.0
CO2074,2025-01,63323053075,0.0,0.0
IA2183,2025-01,65219046450,0.0,0.0
729630,2025-01,63323086910,0.0,0.0
729609,2025-01,65219047910,0.0,0.0
NE2446,2025-01,63323053075,0.0,0.0
IA2029,2025-01,65219047030,0.0,0.0
KY0203,2025-01,65219047030,0.0,0.0
NJ2008,2025-01,65219047030,0.0,0.0
630389,2025-01,63323053075,0.0,0.0
AX8525,2025-01,65219046020,0.0,0.0
AQ2369,2025-01,65219047910,0.0,0.0
649421,2025-01,63323053075,46.2,1.0
729629,2025-01,63323062610,0.0,0.0
BA0899,2025-01,63323066910,0.0,0.0
764222,2025-01,65219011810,86.27,1.0
736316,2025-01,63323068610,0.0,0.0
685181,2025-01,63323087374,0.0,0.0
741575,2025-01,65219011810,84.85,1.0
640910,2025-01,63323053075,199.0,5.0
721167,2025-01,63323086710,56.4,2.0
742121,2025-01,63323062625,0.0,0.0
640600,2025-01,65219014410,0.0,0.0
821464,2025-01,65219046020,0.0,0.0
804303,2025-01,65219047410,0.0,0.0
VA0072,2025-01,63323017876,0.0,0.0
CA2653,2025-01,65219022450,0.0,0.0
747952,2025-01,65219011910,86.01,1.0
AE5957,2025-01,63323086910,0.0,0.0
781393,2025-01,63323053075,0.0,0.0
WI2007,2025-01,65219046450,0.0,0.0
721207,2025-01,63323068810,0.0,0.0
OH2012,2025-01,65219014410,0.0,0.0
804303,2025-01,65219038910,0.0,0.0
AQ1194,2025-01,63323087074,0.0,0.0
729606,2025-01,63323062610,0.0,0.0
SD2032,2025-01,63323068810,0.0,0.0
804303,2025-01,63323053075,0.0,0.0
CA2021,2025-01,63323062655,45.98,1.0
SD2031,2025-01,63323082474,0.0,0.0
CA2659,2025-01,65219015310,0.0,0.0
797563,2025-01,65219045830,59.7,1.0
TN0204,2025-01,63323062655,0.0,0.0
703019,2025-01,65219011810,0.0,0.0
804303,2025-01,65219045660,0.0,0.0
729583,2025-01,63323087074,0.0,0.0
649420,2025-01,65219011810,84.85,1.0
GA2039,2025-01,63323086974,49.74,1.0
729609,2025-01,63323062610,0.0,0.0
729637,2025-01,63323062610,0.0,0.0
649421,2025-01,65219011810,169.7,2.0
658412,2025-01,63323062600,0.0,0.0
700312,2025-01,63323053075,38.59,1.0
NY2179,2025-01,63323053075,715.7,10.0
603197,2025-01,63323087010,110.0,2.0
NJ2047,2025-01,63323082476,0.0,0.0
804303,2025-01,65219023410,0.0,0.0
734385,2025-01,65219047910,0.0,0.0
WI2007,2025-01,65219046020,0.0,0.0
AB5381,2025-01,63323053075,0.0,0.0
721168,2025-01,63323086910,0.0,0.0
809162,2025-01,63323053075,46.2,1.0
729578,2025-01,65219047910,0.0,0.0
IA2029,2025-01,65219014810,0.0,0.0
VA0040,2025-01,63323053075,0.0,0.0
BA2002,2025-01,63323053075,0.0,0.0
804303,2025-01,65219023825,0.0,0.0
NC0124,2025-01,65219014210,188.2,2.0
600452,2025-01,65219045660,0.0,0.0
674291,2025-01,65219024050,0.0,0.0
844306,2025-01,63323086910,0.0,0.0
729608,2025-01,65219047910,0.0,0.0
630984,2025-01,65219046850,0.0,0.0
670700,2025-01,65219046850,0.0,0.0
NM2078,2025-01,65219047530,0.0,0.0
653673,2025-01,65219011810,0.0,0.0
646430,2025-01,65219046020,0.0,0.0
CA3270,2025-01,63323068810,0.0,0.0
729556,2025-01,65219047030,0.0,0.0
AD9943,2025-01,63323068810,0.0,0.0
658412,2025-01,63323068310,0.0,0.0
CA2305,2025-01,65219014410,0.0,0.0
KS2054,2025-01,63323068310,0.0,0.0
ND2048,2025-01,63323068810,0.0,0.0
729584,2025-01,63323062610,0.0,0.0
755982,2025-01,65219046850,0.0,0.0
729632,2025-01,63323086910,0.0,0.0
731971,2025-01,63323062625,0.0,0.0
TX0083,2025-01,63323053075,0.0,0.0
780206,2025-01,65219047910,0.0,0.0
CA2673,2025-01,63323062610,0.0,0.0
AP7655,2025-01,63323053075,0.0,0.0
676636,2025-01,63323053075,0.0,0.0
729626,2025-01,65219047030,0.0,0.0
NC0175,2025-01,63323017876,0.0,0.0
645058,2025-01,65219045830,111.18,2.0
TX0174,2025-01,63323087010,102.54,2.0
NY5017,2025-01,63323068610,0.0,0.0
IA2029,2025-01,65219047720,0.0,0.0
NJ2042,2025-01,65219014810,0.0,0.0
729629,2025-01,63323087074,0.0,0.0
CA2704,2025-01,65219014410,0.0,0.0
IL5045,2025-01,65219047030,0.0,0.0
729630,2025-01,65219047910,0.0,0.0
773725,2025-01,63323086910,0.0,0.0
728267,2025-01,63323053075,38.59,1.0
703019,2025-01,65219022225,0.0,0.0
681923,2025-01,63323066910,0.0,0.0
NY5014,2025-01,65219047720,0.0,0.0
AT2962,2025-01,65219024050,0.0,0.0
KY5005,2025-01,65219047410,0.0,0.0
AY9669,2025-01,63323068810,0.0,0.0
BA2909,2025-01,63323082474,0.0,0.0
IL0004,2025-01,65219015310,-94.1,-1.0
AP9543,2025-01,65219047910,0.0,0.0
FL0261,2025-01,63323068810,0.0,0.0
799642,2025-01,65219011910,0.0,0.0
CA2673,2025-01,65219047030,0.0,0.0
CA2673,2025-01,65219023610,0.0,0.0
CA0038,2025-01,63323082475,0.0,0.0
NY5017,2025-01,63323087074,0.0,0.0
MA2007,2025-01,65219023825,0.0,0.0
605219,2025-01,65219047220,0.0,0.0
AB2532,2025-01,63323017876,0.0,0.0
721167,2025-01,63323053075,45.15,1.0
CA2653,2025-01,65219014410,0.0,0.0
679728,2025-01,63323068810,0.0,0.0
AH0831,2025-01,65219023610,0.0,0.0
OH2276,2025-01,65219014410,0.0,0.0
CA0038,2025-01,63323062625,0.0,0.0
729588,2025-01,63323087074,0.0,0.0
730322,2025-01,65219047910,0.0,0.0
NY2306,2025-01,63323053075,0.0,0.0
AT2962,2025-01,65219046020,0.0,0.0
OH2254,2025-01,65219047720,0.0,0.0
AT2962,2025-01,63323068310,0.0,0.0
804303,2025-01,65219000601,0.0,0.0
AI1136,2025-01,63323082476,0.0,0.0
703019,2025-01,65219045830,0.0,0.0
GA2039,2025-01,65219022010,0.0,0.0
WI2005,2025-01,65219014210,188.2,2.0
755982,2025-01,65219011910,101.63,1.0
CA2673,2025-01,65219014410,0.0,0.0
744191,2025-01,65219023825,0.0,0.0
721173,2025-01,63323053075,0.0,0.0
729627,2025-01,65219047910,0.0,0.0
NC0175,2025-01,65219014410,0.0,0.0
743695,2025-01,63323053075,46.2,1.0
729620,2025-01,65219047910,0.0,0.0
AR0092,2025-01,63323086910,102.96,2.0
729591,2025-01,63323087074,0.0,0.0
729602,2025-01,65219047910,0.0,0.0
729581,2025-01,63323062610,0.0,0.0
CA2695,2025-01,63323053075,80.0,1.0
804303,2025-01,65219046450,0.0,0.0
PA0025,2025-01,63323053075,0.0,0.0
NC0022,2025-01,63323053075,0.0,0.0
OH2012,2025-01,63323068610,0.0,0.0
729564,2025-01,63323086910,0.0,0.0
CA2673,2025-01,65219047720,0.0,0.0
729629,2025-01,65219047910,0.0,0.0
IN2022,2025-01,65219015075,0.0,0.0
729570,2025-01,63323086910,0.0,0.0
NC0153,2025-01,63323062655,0.0,0.0
GA2039,2025-01,65219046850,0.0,0.0
AA6010,2025-01,63323086910,43.99,1.0
681923,2025-01,63323068310,0.0,0.0
IL2386,2025-01,63323082476,0.0,0.0
729579,2025-01,65219047910,0.0,0.0
721171,2025-01,65219011810,0.0,0.0
660415,2025-01,63323062610,0.0,0.0
AY9057,2025-01,65219015075,0.0,0.0
804303,2025-01,63323087074,0.0,0.0
WY2001,2025-01,65219014410,57.9,1.0
SD2103,2025-01,65219047910,0.0,0.0
CA0038,2025-01,63323062655,0.0,0.0
644705,2025-01,65219024050,153.44,2.0
TX0083,2025-01,65219014210,344.4,4.0
IL2026,2025-01,63323068310,0.0,0.0
MA2038,2025-01,65219022010,0.0,0.0
729626,2025-01,65219047910,0.0,0.0
MI2030,2025-01,65219025810,1816.84,4.0
729601,2025-01,63323086910,0.0,0.0
804303,2025-01,63323062655,0.0,0.0
AV3002,2025-01,65219046660,0.0,0.0
714209,2025-01,65219014610,0.0,0.0
FL0261,2025-01,63323062650,0.0,0.0
734384,2025-01,63323086910,0.0,0.0
TX0323,2025-01,63323053075,38.43,1.0
CA2025,2025-01,63323053075,91.96,2.0
798486,2025-01,65219045830,183.0,2.0
IA2029,2025-01,65219023610,0.0,0.0
FL2056,2025-01,63323053075,0.0,0.0
CA2673,2025-01,65219047410,0.0,0.0
804303,2025-01,63323062610,0.0,0.0
NC0153,2025-01,63323068810,0.0,0.0
IA2029,2025-01,65219046450,0.0,0.0
CA2025,2025-01,63323068610,40.04,1.0
729595,2025-01,65219047910,0.0,0.0
FL0328,2025-01,63323017876,0.0,0.0
VA0050,2025-01,65219047910,0.0,0.0
804303,2025-01,63323086974,38.409,1.0
729580,2025-01,63323086910,0.0,0.0
828059,2025-01,65219047030,0.0,0.0
AT2962,2025-01,65219023825,0.0,0.0
709157,2025-01,63323053075,0.0,0.0
CA2659,2025-01,65219011810,0.0,0.0
IN2022,2025-01,63323086910,0.0,0.0
NV2013,2025-01,63323082476,0.0,0.0
FL2303,2025-01,63323068810,0.0,0.0
729560,2025-01,63323062610,0.0,0.0
AQ1679,2025-01,65219047910,0.0,0.0
695920,2025-01,63323068610,0.0,0.0
IA2029,2025-01,65219046850,0.0,0.0
721169,2025-01,63323066910,0.0,0.0
VA0136,2025-01,65219038910,0.0,0.0
OH2073,2025-01,63323068810,0.0,0.0
MA2038,2025-01,65219046850,0.0,0.0
FL0027,2025-01,63323068810,0.0,0.0
IL2026,2025-01,63323066910,0.0,0.0
703019,2025-01,65219023825,0.0,0.0
729583,2025-01,63323062610,0.0,0.0
BA0900,2025-01,65219047410,0.0,0.0
729622,2025-01,63323062610,0.0,0.0
742121,2025-01,65219014410,0.0,0.0
729572,2025-01,65219047910,0.0,0.0
NY5014,2025-01,63323068810,0.0,0.0
834871,2025-01,63323017876,0.0,0.0
GA2039,2025-01,63323082476,0.0,0.0
CA2663,2025-01,65219025810,905.54,2.0
600816,2025-01,63323066910,0.0,0.0
782833,2025-01,65219045830,218.92,4.0
844778,2025-01,63323068810,0.0,0.0
804303,2025-01,65219046020,0.0,0.0
821816,2025-01,65219045830,467.1,6.0
AO2772,2025-01,65219046660,0.0,0.0
CA2673,2025-01,65219045830,0.0,0.0
721171,2025-01,63323068610,0.0,0.0
744191,2025-01,63323082475,0.0,0.0
671937,2025-01,65219022450,0.0,0.0
621574,2025-01,63323053075,39.8,1.0
630392,2025-01,63323053075,0.0,0.0
624608,2025-01,63323082474,0.0,0.0
NJ2008,2025-01,63323082474,0.0,0.0
729621,2025-01,65219047910,0.0,0.0
658413,2025-01,65219011810,0.0,0.0
AJ2549,2025-01,65219045830,63.28,1.0
FL0270,2025-01,65219011810,171.7,2.0
685181,2025-01,65219014610,94.1,1.0
NC0097,2025-01,63323053075,0.0,0.0
834880,2025-01,63323066910,45.83,1.0
AT2962,2025-01,65219045830,0.0,0.0
MD9024,2025-01,63323066910,38.69,1.0
742092,2025-01,65219046450,0.0,0.0
IN2022,2025-01,63323068310,0.0,0.0
729603,2025-01,63323087074,0.0,0.0
804303,2025-01,63323017876,0.0,0.0
CA5026,2025-01,65219014410,0.0,0.0
TX0248,2025-01,63323087310,48.51,1.0
742728,2025-01,63323082476,0.0,0.0
AQ2839,2025-01,63323053075,0.0,0.0
WV0012,2025-01,63323068610,0.0,0.0
734384,2025-01,63323062610,0.0,0.0
PA5025,2025-01,63323068610,0.0,0.0
BA4396,2025-01,63323068810,0.0,0.0
AQ4086,2025-01,63323082476,0.0,0.0
624607,2025-01,63323082476,0.0,0.0
804303,2025-01,65219024050,0.0,0.0
NY5029,2025-01,63323082476,0.0,0.0
721263,2025-01,65219047220,0.0,0.0
NC0084,2025-01,63323068810,0.0,0.0
729580,2025-01,63323087074,0.0,0.0
AR0052,2025-01,63323053075,73.2,1.0
AT2962,2025-01,65219023610,0.0,0.0
612412,2025-01,63323082474,0.0,0.0
VA0072,2025-01,63323053075,0.0,0.0
AO4612,2025-01,63323068810,0.0,0.0
624607,2025-01,63323087310,0.0,0.0
NY5017,2025-01,65219014410,0.0,0.0
NE2020,2025-01,65219047030,0.0,0.0
NY5014,2025-01,65219045660,150.05,1.0
842479,2025-01,63323082475,0.0,0.0
SD2191,2025-01,65219022225,0.0,0.0
IN2204,2025-01,63323068310,0.0,0.0
CA2673,2025-01,65219023825,0.0,0.0
804303,2025-01,65219047910,0.0,0.0
FL0186,2025-01,63323086974,0.0,0.0
IA2029,2025-01,65219047410,0.0,0.0
WI2246,2025-01,63323087374,116.31,3.0
605170,2025-01,65219047410,0.0,0.0
NC0121,2025-01,63323053075,0.0,0.0
AD8201,2025-01,63323017876,0.0,0.0
AT2419,2025-01,63323068610,0.0,0.0
742121,2025-01,65219011910,0.0,0.0
649486,2025-01,65219015310,-94.1,-1.0
WI2109,2025-01,65219023825,0.0,0.0
IL0004,2025-01,63323087374,-237.0,-3.0
MI2075,2025-01,63323017876,0.0,0.0
704140,2025-01,63323068310,0.0,0.0
674291,2025-01,63323087375,59.7,1.0
MA2007,2025-01,63323082476,0.0,0.0
804303,2025-01,65219046660,0.0,0.0
652153,2025-01,65219014410,0.0,0.0
NY5017,2025-01,63323082476,0.0,0.0
BA0907,2025-01,65219014210,0.0,0.0
729583,2025-01,65219047910,0.0,0.0
638186,2025-01,65219011810,0.0,0.0
FL0045,2025-01,63323017876,0.0,0.0
KY0038,2025-01,63323066910,33.46,1.0
NV2013,2025-01,63323053075,0.0,0.0
NY2145,2025-01,63323086710,0.0,0.0
729618,2025-01,63323086910,0.0,0.0
758808,2025-01,65219025810,2265.1,5.0
743741,2025-01,63323086910,0.0,0.0
FL0043,2025-02,63323068310,0.0,0.0
NV2013,2025-02,63323053075,0.0,0.0
742121,2025-02,63323062625,59.7,1.0
AG1489,2025-02,65219047910,0.0,0.0
729627,2025-02,63323086910,0.0,0.0
661187,2025-02,63323086910,73.4,2.0
MD0100,2025-02,63323068810,0.0,0.0
729629,2025-02,63323062610,0.0,0.0
638186,2025-02,65219014210,94.1,1.0
AV1530,2025-02,63323068310,0.0,0.0
721206,2025-02,63323068310,33.09,1.0
AQ1468,2025-02,63323053075,0.0,0.0
BC1555,2025-02,65219046850,0.0,0.0
679728,2025-02,63323068810,0.0,0.0
834880,2025-02,63323082474,742.2800000000001,11.0
NY5014,2025-02,65219045660,1500.5,10.0
KY0111,2025-02,65219024050,301.56,3.0
777416,2025-02,65219024050,88.99,1.0
804303,2025-02,65219022450,0.0,0.0
611803,2025-02,65219047910,0.0,0.0
MN2024,2025-02,65219045660,0.0,0.0
729584,2025-02,63323086910,0.0,0.0
NY5014,2025-02,65219014210,391.52,4.0
NY2306,2025-02,63323086974,78.04,2.0
NY2256,2025-02,63323066910,45.83,1.0
670702,2025-02,65219022225,0.0,0.0
CA2659,2025-02,63323053075,0.0,0.0
CA2653,2025-02,65219011810,0.0,0.0
742134,2025-02,63323066910,0.0,0.0
690177,2025-02,65219022225,0.0,0.0
821464,2025-02,65219046020,0.0,0.0
TX2003,2025-02,63323082476,0.0,0.0
AT2039,2025-02,65219045830,54.58,1.0
729595,2025-02,65219047910,0.0,0.0
736265,2025-02,63323068310,0.0,0.0
BA0900,2025-02,65219046660,0.0,0.0
745743,2025-02,63323086910,34.43,1.0
601044,2025-02,63323068610,0.0,0.0
809244,2025-02,65219022450,331.8,3.0
GA2039,2025-02,63323086910,34.26,1.0
729629,2025-02,65219047410,0.0,0.0
685181,2025-02,63323086910,0.0,0.0
AD9998,2025-02,63323086910,482.02,14.0
IA2030,2025-02,65219011910,101.63,1.0
804303,2025-02,65219047220,0.0,0.0
712582,2025-02,65219011910,188.2,2.0
611110,2025-02,63323017876,0.0,0.0
AQ0680,2025-02,63323053075,0.0,0.0
624608,2025-02,65219047030,0.0,0.0
624607,2025-02,63323086910,28.2,1.0
729595,2025-02,63323062610,0.0,0.0
606133,2025-02,63323068310,0.0,0.0
624607,2025-02,63323053075,84.0,2.0
721171,2025-02,63323068610,0.0,0.0
WV0036,2025-02,65219014810,94.1,1.0
745743,2025-02,63323062610,0.0,0.0
KY0111,2025-02,65219038910,0.0,0.0
729602,2025-02,63323086910,0.0,0.0
KY5005,2025-02,65219023825,159.0,2.0
782242,2025-02,63323086910,73.02,2.0
NY0025,2025-02,63323053075,75.41,1.0
729621,2025-02,65219047910,0.0,0.0
644705,2025-02,63323086910,0.0,0.0
703019,2025-02,65219014410,0.0,0.0
VA0095,2025-02,65219014410,0.0,0.0
NC0302,2025-02,65219011810,0.0,0.0
731971,2025-02,63323087074,0.0,0.0
OH2008,2025-02,63323082474,404.88,6.0
FL0328,2025-02,63323068810,0.0,0.0
AE3221,2025-02,63323053075,70.69,1.0
AR0006,2025-02,63323068810,0.0,0.0
644409,2025-02,65219023825,0.0,0.0
746495,2025-02,65219046660,0.0,0.0
809244,2025-02,65219045830,739.36,8.0
804303,2025-02,63323053075,0.0,0.0
AT5094,2025-02,65219011910,0.0,0.0
624607,2025-02,63323082474,59.7,1.0
640600,2025-02,65219014410,0.0,0.0
AY9055,2025-02,65219023825,636.3,6.0
NE2001,2025-02,65219023825,0.0,0.0
MD9024,2025-02,65219011910,114.79,1.0
IA2173,2025-02,65219022225,0.0,0.0
AT2418,2025-02,63323068610,0.0,0.0
700312,2025-02,63323053075,0.0,0.0
729572,2025-02,63323086910,0.0,0.0
729626,2025-02,63323062610,0.0,0.0
798486,2025-02,63323053075,150.34,2.0
626943,2025-02,63323053075,148.8,2.0
TX9022,2025-02,63323062610,0.0,0.0
NY5021,2025-02,63323053075,71.57,1.0
IL2011,2025-02,63323086910,25.6,1.0
795414,2025-02,63323082474,177.3,3.0
742121,2025-02,63323017876,0.0,0.0
AE5957,2025-02,63323086910,34.43,1.0
NY2136,2025-02,63323053075,0.0,0.0
BA5540,2025-02,65219045830,59.7,1.0
MI2030,2025-02,65219025810,419.16,1.0
AH0831,2025-02,65219046450,0.0,0.0
681923,2025-02,63323066910,0.0,0.0
TX0090,2025-02,63323086910,0.0,0.0
630984,2025-02,63323087310,34.84,1.0
624607,2025-02,63323087310,154.28000000000003,5.0
729634,2025-02,63323062610,0.0,0.0
FL0209,2025-02,63323017876,0.0,0.0
AI8199,2025-02,65219045830,125.92,2.0
804303,2025-02,65219047410,0.0,0.0
AB5012,2025-02,63323087310,0.0,0.0
NC0121,2025-02,65219014810,282.3,3.0
VA0090,2025-02,65219011910,0.0,0.0
PA2196,2025-02,63323082474,273.55,5.0
BA0900,2025-02,65219046210,0.0,0.0
WV0086,2025-02,65219015310,95.04,1.0
IL2386,2025-02,63323082474,0.0,0.0
721173,2025-02,63323053075,0.0,0.0
728082,2025-02,63323062650,0.0,0.0
825656,2025-02,65219014210,97.88,1.0
BA8316,2025-02,63323086910,0.0,0.0
NV2011,2025-02,63323068610,0.0,0.0
685181,2025-02,65219014610,94.1,1.0
VA0135,2025-02,63323086910,68.86,2.0
624608,2025-02,63323066910,222.39999999999998,5.0
624608,2025-02,63323053075,0.0,0.0
841517,2025-02,65219047410,0.0,0.0
FL0287,2025-02,63323068610,0.0,0.0
CA0038,2025-02,63323062655,0.0,0.0
AQ6140,2025-02,63323053075,0.0,0.0
NY2153,2025-02,63323082474,0.0,0.0
630395,2025-02,63323066910,45.83,1.0
742233,2025-02,65219025810,1810.32,4.0
627592,2025-02,63323082476,0.0,0.0
605755,2025-02,65219014810,97.88,1.0
729574,2025-02,63323062610,0.0,0.0
AW4878,2025-02,65219047410,0.0,0.0
AW4878,2025-02,63323082476,0.0,0.0
NV2011,2025-02,65219022225,0.0,0.0
742117,2025-02,63323082474,0.0,0.0
729620,2025-02,65219047910,0.0,0.0
804303,2025-02,65219022225,0.0,0.0
OH2014,2025-02,63323068810,0.0,0.0
SC0067,2025-02,65219047030,0.0,0.0
709159,2025-02,63323087374,38.8,1.0
SD2013,2025-02,63323053075,282.76,4.0
NC0175,2025-02,63323062625,0.0,0.0
742121,2025-02,63323082474,119.4,2.0
630739,2025-02,65219045660,0.0,0.0
NY5017,2025-02,63323066910,77.38,2.0
TX0377,2025-02,63323068610,0.0,0.0
NY5017,2025-02,65219014210,195.76,2.0
IA2038,2025-02,63323087074,0.0,0.0
AE8302,2025-02,65219045660,0.0,0.0
809244,2025-02,65219022225,640.45,5.0
TX2005,2025-02,63323086910,137.72,4.0
TX0323,2025-02,63323053075,38.43,1.0
WV0036,2025-02,65219045830,0.0,0.0
PA2013,2025-02,63323066910,34.33,1.0
821464,2025-02,65219045830,0.0,0.0
WI2007,2025-02,65219046020,0.0,0.0
797534,2025-02,63323053075,0.0,0.0
AR0092,2025-02,63323086910,256.9,7.0
671004,2025-02,63323017876,0.0,0.0
AR0067,2025-02,65219022225,0.0,0.0
AP9452,2025-02,65219047530,0.0,0.0
624608,2025-02,65219022450,0.0,0.0
NY5017,2025-02,63323086910,68.86,2.0
704140,2025-02,63323068310,0.0,0.0
601044,2025-02,65219047910,0.0,0.0
AQ2852,2025-02,63323053075,0.0,0.0
729608,2025-02,65219047910,0.0,0.0
VA0022,2025-02,65219047030,0.0,0.0
NE2043,2025-02,65219045830,0.0,0.0
NJ2047,2025-02,63323087375,71.44,1.0
CA2303,2025-02,63323086910,0.0,0.0
IN2022,2025-02,65219014810,0.0,0.0
641840,2025-02,63323053075,70.69,1.0
TX0090,2025-02,63323053075,0.0,0.0
804303,2025-02,63323086910,196.06400000000002,7.0
729601,2025-02,63323062610,0.0,0.0
NC0153,2025-02,63323086910,0.0,0.0
804303,2025-02,65219000601,0.0,0.0
798486,2025-02,65219046210,0.0,0.0
BA1390,2025-02,63323053075,0.0,0.0
TX0513,2025-02,65219023825,0.0,0.0
734384,2025-02,63323087074,0.0,0.0
NY2402,2025-02,63323086910,137.72,4.0
AA6826,2025-02,63323082474,59.7,1.0
CA2673,2025-02,65219046850,0.0,0.0
NY5014,2025-02,63323082474,539.84,8.0
AE0024,2025-02,65219047910,0.0,0.0
624606,2025-02,63323053075,0.0,0.0
AQ0640,2025-02,63323053075,0.0,0.0
729577,2025-02,63323086910,0.0,0.0
NC0153,2025-02,63323068310,0.0,0.0
WI2011,2025-02,63323087010,158.0,2.0
CA2695,2025-02,63323068310,0.0,0.0
729637,2025-02,63323062610,0.0,0.0
743741,2025-02,63323086910,0.0,0.0
712582,2025-02,63323053075,0.0,0.0
LA0328,2025-02,65219025810,900.09,2.0
CA2659,2025-02,65219014410,0.0,0.0
645058,2025-02,65219014610,188.2,2.0
TX9022,2025-02,65219014410,0.0,0.0
729570,2025-02,63323087074,0.0,0.0
OH2024,2025-02,63323068610,0.0,0.0
FL0261,2025-02,63323017876,0.0,0.0
809244,2025-02,65219023825,512.36,4.0
816652,2025-02,63323086910,0.0,0.0
AX8525,2025-02,63323087010,121.82,2.0
721168,2025-02,63323087310,0.0,0.0
WI2017,2025-02,63323053075,0.0,0.0
729610,2025-02,65219047910,0.0,0.0
BA8318,2025-02,65219045830,0.0,0.0
AI8199,2025-02,65219023825,0.0,0.0
667853,2025-02,63323082475,0.0,0.0
AA6913,2025-02,65219045830,53.21,1.0
AE5957,2025-02,65219047720,0.0,0.0
AE0026,2025-02,63323086910,0.0,0.0
AM2919,2025-02,65219045830,220.0,4.0
804303,2025-02,65219014410,0.0,0.0
GA2038,2025-02,65219047030,0.0,0.0
GA2039,2025-02,63323082476,0.0,0.0
721404,2025-02,63323086910,0.0,0.0
MN5050,2025-02,65219014610,94.1,1.0
AW4878,2025-02,63323086910,141.86,2.0
808155,2025-02,63323086910,103.28999999999999,3.0
729581,2025-02,63323062610,0.0,0.0
IA2024,2025-02,63323053075,75.41,1.0
TX2003,2025-02,63323087074,0.0,0.0
630388,2025-02,63323053075,0.0,0.0
795416,2025-02,63323082474,119.4,2.0
804303,2025-02,65219038910,0.0,0.0
